round_epochs,val_loss,val_acc,loss,acc,first_neuron,second_neuron,batch_size,epochs,epochs2,dropout,kernel_initializer,optimizer,lr,activation
50,0.951093072,0.776880767,0.008280053,0.997499464,100,40,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,4.392361874,0.72742193,0.949890905,0.939494971,80,40,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.1,<class 'keras.layers.advanced_activations.PReLU'>
50,1.04195085,0.795821505,0.004220333,0.998737825,80,20,256,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,8.073359302,0.499112846,4.433022055,0.724051979,100,30,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.1,<class 'keras.layers.advanced_activations.PReLU'>
50,0.972483554,0.792805181,0.018171758,0.994951299,80,50,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.453651736,0.780340667,0.003464821,0.998912465,60,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.343118092,0.787925834,0.003449066,0.998920404,60,50,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,3.106939522,0.761444287,0.064735884,0.98373461,60,40,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.1,<class 'keras.layers.advanced_activations.PReLU'>
50,0.943458225,0.768541519,0.00663945,0.998229779,100,40,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.046661601,0.78162704,0.017998022,0.994983052,80,50,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,4.139477715,0.740507452,0.345587142,0.973240298,100,50,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.1,<class 'keras.layers.advanced_activations.PReLU'>
50,1.072472975,0.802209013,0.003638238,0.998872774,100,20,256,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.529065752,0.814673527,0.004865984,0.998555246,80,40,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,0.944656285,0.784421576,0.015969312,0.995856255,100,50,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,0.907972952,0.785441803,0.017075677,0.995586356,80,20,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,0.974469871,0.781760114,0.022041548,0.993673247,60,20,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,0.963968031,0.778477644,0.017117227,0.995459344,80,30,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,4.19736822,0.739531583,0.406613388,0.973764219,100,40,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.1,<class 'keras.layers.advanced_activations.PReLU'>
50,0.980017487,0.789877573,0.006115537,0.998142459,100,20,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.701400563,0.804382541,0.005491793,0.998618752,100,30,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.04814746,0.786506388,0.003777936,0.998817207,80,40,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.077769846,0.779187367,0.004674679,0.998547308,60,20,256,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,5.48206183,0.659865153,1.847324925,0.885388139,80,50,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.1,<class 'keras.layers.advanced_activations.PReLU'>
50,1.941908228,0.812189496,0.01119382,0.997777301,80,40,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.068900222,0.790055004,0.004745855,0.998610813,60,30,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.036919117,0.79803939,0.003937629,0.998745763,80,40,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.684001424,0.793825408,0.004535251,0.998579061,60,50,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.593106069,0.800301632,0.005014628,0.998634628,100,40,256,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
