round_epochs,val_loss,val_acc,loss,acc,first_neuron,batch_size,epochs,epochs2,dropout,kernel_initializer,optimizer,lr,activation
50,1.347618373,0.785752307,0.008198179,0.99773761,20,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<function relu at 0x00000153CA8B8C80>
50,2.418729605,0.784953868,0.04680533,0.992125297,20,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,2.178352427,0.784820795,0.078483053,0.989616823,40,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.1,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.303091736,0.784510291,0.005387446,0.998285347,80,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.001,<function selu at 0x00000153B9DA0730>
50,1.614642307,0.783889283,0.008583628,0.997832869,20,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<function selu at 0x00000153B9DA0730>
50,1.551063104,0.783889283,0.005687156,0.998388544,40,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<function selu at 0x00000153B9DA0730>
50,0.91169095,0.783889283,0.0122548,0.996602447,100,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,0.925503458,0.783711852,0.012833728,0.996157907,80,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.044586331,0.783356991,0.012007123,0.996538941,60,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.0001,<function relu at 0x00000153CA8B8C80>
50,1.067046849,0.782869056,0.016502492,0.995260889,60,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.056897624,0.782647268,0.019612891,0.994808411,40,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,1.092997804,0.782070617,0.014100693,0.995959452,40,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,2.15061902,0.781848829,0.040148579,0.988719805,80,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<function relu at 0x00000153CA8B8C80>
50,1.088773908,0.781227821,0.008893273,0.997515341,80,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<function relu at 0x00000153CA8B8C80>
50,3.215556701,0.78047374,0.112112634,0.991791892,20,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.1,<function elu at 0x00000153CA8B8A60>
50,1.415860418,0.780207594,0.008402739,0.99778524,20,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<function elu at 0x00000153CA8B8A60>
50,1.507951817,0.779098652,0.008627621,0.99765029,20,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.061289364,0.779009936,0.028162014,0.992450763,20,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,1.146044707,0.779009936,0.005855753,0.998388544,100,256,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,0.99060564,0.777945351,0.013520144,0.995983266,100,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,0.941591169,0.776925124,0.018451768,0.995070372,40,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,1.153050405,0.776747693,0.018619135,0.995197384,40,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<function relu at 0x00000153CA8B8C80>
50,1.017615654,0.775860539,0.015400564,0.995284704,80,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,1.098209807,0.774219304,0.016099455,0.995768935,60,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<function relu at 0x00000153CA8B8C80>
50,1.027342157,0.774219304,0.016028531,0.995689553,60,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
